features_id,id,floorCount,architectureType,exteriorType,foundationType,roofType,fireplace,unitCount,garage,garageSpaces,garageType,cooling,coolingType,heating,heatingType,roomCount,pool,fireplaceType,poolType,squareFootage,bedrooms,bathrooms
0,"7420-FM-2673,-Canyon-Lake,-TX-78133",,,,,,,,,,,,,,,,,,,,,
1,"1350-Hinch-Dr,-New-Braunfels,-TX-78132",1.0,,,,,,,,,,,,,,,,,,1112.0,1.0,1.0
2,"1200-Hinch-Dr,-New-Braunfels,-TX-78132",1.0,Mobile Home,,,,,,,,,,,,,,,,,980.0,1.0,1.0
3,"1340-Hinch-Dr,-New-Braunfels,-TX-78132",2.0,,Wood,Slab / Mat / Raft,Metal,,,,,,,,,,,,,,5548.0,,
4,"1331-Hinch-Dr,-New-Braunfels,-TX-78132",1.0,,Stone Veneer,Slab,Composition Shingle,True,1.0,,,,,,,,,,,,2071.0,4.0,1.0
5,"187-Madrona-Dr,-New-Braunfels,-TX-78132",,,,,,,,,,,,,,,,,,,,,
6,"1171-Hinch-Dr,-New-Braunfels,-TX-78132",1.0,Mobile Home,,,,,1.0,True,4.0,Garage,,,,,,,,,3192.0,2.0,2.0
7,"1501-Old-Sattler-Rd,-New-Braunfels,-TX-78132",2.0,,Wood,Slab / Mat / Raft,Composition Shingle,True,1.0,True,4.0,Detached,,,,,,,,,2195.0,,2.0
8,"1250-Hinch-Dr,-New-Braunfels,-TX-78132",,,,,,,,,,,,,,,,,,,,,
9,"7106-FM-2673,-Canyon-Lake,-TX-78133",,,,,,,,,,,,,,,,,,,,1.0,1.0
10,"7034-FM-2673,-Canyon-Lake,-TX-78133",1.0,,Aluminum / Vinyl Siding,Slab / Mat / Raft,Metal,,1.0,True,,Detached,,,,,,,,,2550.0,,1.0
11,"5509-Roanwood,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
12,"5528-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,912.0,2.0,1.5
13,"5523-Lochmoor,-Apt-2,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,800.0,2.0,1.0
14,"5721-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,2.0,2.0
15,"5519-Lochmoor,-Apt-2,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,800.0,2.0,1.0
16,"5527-Lochmoor,---2,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
17,"5520-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,983.0,2.0,2.0
18,"5512-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,912.0,2.0,2.0
19,"5516-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,850.0,2.0,1.0
20,"5511-Lochmoor,-Apt-2,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
21,"5705-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
22,"5315-Shadow-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1191.0,3.0,1.5
23,"7020-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,1100.0,3.0,2.0
24,"7002-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
25,"5713-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
26,"5223-Lakebend-East-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,7.0,,,,1364.0,3.0,2.0
27,"5319-Lakebend-East-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1714.0,3.0,2.0
28,"5307-Lakebend-East-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1714.0,3.0,2.0
29,"7024-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
30,"5310-Lake,-Golden,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1200.0,2.0,1.5
31,"5327-Lakebend-East-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1552.0,3.0,2.0
32,"5515-Roanwood,-San-Antonio,-TX-78244",2.0,Contemporary,Aluminum / Vinyl Siding,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1501.0,3.0,2.5
33,"5508-Grand-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1406.0,3.0,2.0
34,"5523-Lochmoor,-Apt-1,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,800.0,2.0,1.0
35,"5507-Lochmoor,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,2.0,True,2.0,Attached,True,Central,True,Forced Air,8.0,,,,1696.0,4.0,2.0
36,"6831-Quail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,1.0,Attached,True,Central,True,Forced Air,6.0,,,,1346.0,4.0,2.0
37,"5322-Shadow-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1063.0,3.0,1.5
38,"5307-Shadow-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,True,,,1203.0,3.0,2.0
39,"5403-Park-Lk,-San-Antonio,-TX-78244",2.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1851.0,3.0,1.5
40,"5306-Shadow-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1064.0,3.0,1.5
41,"5407-Park-Lk,-San-Antonio,-TX-78244",2.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,8.0,,,,1910.0,3.0,2.5
42,"5414-Shadow-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,True,,,1077.0,3.0,1.5
43,"5414-Lake-Grove-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1282.0,3.0,2.0
44,"5526-Grand-Lake-Dr,-San-Antonio,-TX-78244",2.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,,Attached,True,Central,True,Forced Air,7.0,,,,2016.0,4.0,2.0
45,"5410-Lake-Grove-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1170.0,3.0,2.0
46,"5527-Lochmoor,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,2.0,,,,True,Central,True,Forced Air,12.0,,,,3202.0,8.0,4.0
47,"6830-Blue-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Metal,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1039.0,3.0,2.0
48,"6826-Blue-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Mixed,True,Central,True,Forced Air,5.0,,,,1140.0,3.0,1.0
49,"6834-Blue-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1213.0,3.0,2.0
50,"5602-Crater-Lake-Dr,-San-Antonio,-TX-78244",2.0,Contemporary,Combination,Slab / Mat / Raft,Roll Tar & Gravel,,1.0,True,2.0,Attached,True,Central,True,Forced Air,7.0,,,,1780.0,4.0,2.5
51,"6847-Blue-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1511.0,3.0,1.5
52,"6838-Blue-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Carport,True,Central,True,Forced Air,5.0,,,,1818.0,3.0,2.0
53,"6842-Blue-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,3.0,Mixed,True,Central,True,Forced Air,5.0,,,,1308.0,3.0,2.0
54,"6901-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1373.0,3.0,2.0
55,"6839-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Aluminum / Vinyl Siding,Slab / Mat / Raft,Roll Tar & Gravel,True,1.0,True,,Attached,True,Central,True,Forced Air,8.0,,,,2112.0,5.0,2.0
56,"6915-Indian-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1865.0,3.0,2.0
57,"6910-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Aluminum / Vinyl Siding,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,True,,,1428.0,3.0,2.0
58,"6903-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1346.0,3.0,2.0
59,"6915-Trail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1714.0,3.0,2.0
60,"6906-Indian-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,7.0,,,,1810.0,4.0,2.0
61,"6930-Trail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1232.0,3.0,2.0
62,"6927-Trail-Lk,-San-Antonio,-TX-78244",2.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,2034.0,3.0,2.0
63,"6925-Trail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1220.0,3.0,2.0
64,"6931-Trail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,1.0,Attached,True,Central,True,Forced Air,6.0,,,,1282.0,4.0,2.0
65,"6926-Trail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1492.0,3.0,2.0
66,"6823-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1954.0,3.0,2.0
67,"6826-Indian-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1450.0,3.0,2.0
68,"5501-Grand-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1419.0,3.0,2.0
69,"6827-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1600.0,3.0,2.0
70,"5522-Grand-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1797.0,3.0,2.0
71,"6835-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1432.0,3.0,2.0
72,"6834-Indian-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1448.0,3.0,2.0
73,"6830-Indian-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,,1.0,,,,True,Central,True,Forced Air,5.0,,,,1968.0,3.0,2.0
74,"6838-Indian-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1411.0,4.0,2.0
75,"6831-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1450.0,3.0,2.0
76,"6903-Indian-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,True,,,1456.0,3.0,2.0
77,"6910-Moon-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1603.0,3.0,2.0
78,"6838-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1217.0,4.0,2.0
79,"6911-Twin-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1444.0,3.0,2.0
80,"6839-Indian-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1391.0,3.0,2.0
81,"7018-Atherton,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,2.0,True,2.0,Attached,True,Central,True,Forced Air,10.0,,,,1973.0,5.0,4.0
82,"7022-Atherton,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,,True,2.0,Attached,True,Central,True,Forced Air,8.0,,,,1824.0,4.0,2.0
83,"5524-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,2.0,1.0
84,"6919-Indian-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,7.0,,,,1571.0,3.0,2.0
85,"6922-Moon-Lake-Dr,-San-Antonio,-TX-78244",2.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,7.0,,,,1780.0,4.0,2.5
86,"6826-Still-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1618.0,3.0,2.0
87,"6827-Still-Lk,-San-Antonio,-TX-78244",2.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1667.0,3.0,2.5
88,"6823-Still-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,7.0,,,,1732.0,4.0,2.0
89,"6819-Still-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,Yes,,1515.0,3.0,2.0
90,"6822-Still-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,7.0,,,,1744.0,3.0,2.0
91,"6902-Trail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1492.0,3.0,2.0
92,"6835-Still-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1650.0,3.0,2.0
93,"6903-Quail-Lk,-San-Antonio,-TX-78244",2.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,2478.0,4.0,2.0
94,"6831-Still-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1305.0,3.0,2.0
95,"6830-Still-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,1.0,Attached,True,Central,True,Forced Air,6.0,,,,1434.0,3.0,2.0
96,"6906-Trail-Lk,-San-Antonio,-TX-78244",2.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1730.0,3.0,2.5
97,"6907-Quail-Lk,-San-Antonio,-TX-78244",2.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1564.0,3.0,2.5
98,"6906-Quail-Lk,-San-Antonio,-TX-78244",2.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1718.0,3.0,2.5
99,"6905-Quail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1232.0,3.0,2.0
100,"6903-Trail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Mixed,True,Central,True,Forced Air,6.0,,,,1332.0,3.0,2.0
101,"6911-Quail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1486.0,4.0,2.0
102,"6910-Trail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1486.0,4.0,2.0
103,"6913-Quail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1492.0,3.0,2.0
104,"6910-Quail-Lk,-San-Antonio,-TX-78244",2.0,Contemporary,Aluminum / Vinyl Siding,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,8.0,,,,1467.0,3.0,2.5
105,"6909-Quail-Lk,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1174.0,3.0,2.0
106,"5303-Lakebend-East-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,3.0,Mixed,True,Central,True,Forced Air,5.0,,,,1585.0,3.0,2.0
107,"5418-Shadow-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Metal,,1.0,,,,True,Central,True,Forced Air,5.0,,,,1872.0,3.0,1.5
108,"5503-Lochmoor,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,2.0,True,2.0,Attached,True,Central,True,Forced Air,10.0,,,,1973.0,5.0,4.0
109,"7006-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
110,"5402-Park-Lk,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
111,"5318-Lake,-Golden,-San-Antonio,-TX-78244",2.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1828.0,3.0,2.5
112,"5511-Roanwood,-San-Antonio,-TX-78244",1.0,Contemporary,Aluminum / Vinyl Siding,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,5.0,,,,1332.0,3.0,2.0
113,"5315-Lakebend-East-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1572.0,3.0,2.0
114,"5512-Grand-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1500.0,3.0,2.0
115,"5504-Grand-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Metal,,1.0,True,2.0,Attached,True,Central,True,Forced Air,6.0,,,,1409.0,3.0,2.0
116,"5514-Lochmoor,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,True,2.0,True,2.0,Attached,True,Central,True,Forced Air,8.0,,,,1824.0,4.0,2.0
117,"5319-Shadow-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,6.0,,,,1150.0,4.0,1.5
118,"5511-Lochmoor,-Apt-1,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,3202.0,2.0,1.0
119,"5530-Grand-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Combination,Slab / Mat / Raft,Asphalt,True,1.0,True,2.0,Attached,True,Central,True,Forced Air,5.0,,,,1390.0,3.0,2.0
120,"5519-Roanwood,-San-Antonio,-TX-78244",2.0,Contemporary,Aluminum / Vinyl Siding,Slab / Mat / Raft,Asphalt,,1.0,True,1.0,Attached,True,Central,True,Forced Air,7.0,,,,1589.0,4.0,2.5
121,"5709-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
122,"5717-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,987.0,2.0,1.0
123,"5629-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
124,"5519-Lochmoor,-Apt-1,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,800.0,2.0,1.0
125,"5515-Lochmoor,-Apt-2,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,800.0,2.0,1.0
126,"5502-Grand-Lake-Dr,-San-Antonio,-TX-78244",1.0,Contemporary,Stucco,Slab / Mat / Raft,Asphalt,,1.0,True,3.0,Mixed,True,Central,True,Forced Air,6.0,True,,,1444.0,3.0,2.0
127,"5503-Roanwood,-San-Antonio,-TX-78244",1.0,Contemporary,Wood,Slab / Mat / Raft,Asphalt,,2.0,True,2.0,Attached,True,Central,True,Forced Air,10.0,,,,1973.0,5.0,4.0
128,"7014-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
129,"7012-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,
